service_id,date,exception_type
32,20180225,1
32,20180302,1
32,20180303,1
32,20180304,1
32,20180309,1
32,20180310,1
32,20180311,1
32,20180316,1
32,20180317,1
32,20180318,1
32,20180323,1
32,20180324,1
32,20180325,1
32,20180330,1
32,20180331,1
32,20180401,1
32,20180406,1
32,20180407,1
32,20180408,1
32,20180413,1
32,20180414,1
32,20180415,1
32,20180420,1
32,20180421,1
32,20180422,1
32,20180427,1
32,20180428,1
32,20180429,1
33,20171101,1
33,20171102,1
33,20171103,1
33,20171106,1
33,20171107,1
33,20171108,1
33,20171109,1
33,20171110,1
33,20171113,1
33,20171114,1
33,20171115,1
33,20171116,1
33,20171117,1
33,20171120,1
33,20171121,1
33,20171122,1
33,20171124,1
33,20171127,1
33,20171128,1
33,20171129,1
33,20171130,1
33,20171204,1
33,20171205,1
33,20171206,1
33,20171207,1
33,20171208,1
33,20171211,1
33,20171212,1
33,20171213,1
33,20171214,1
33,20171215,1
33,20171218,1
33,20171219,1
33,20171220,1
33,20171221,1
33,20171222,1
33,20171226,1
33,20171227,1
33,20171228,1
33,20171229,1
33,20180102,1
33,20180103,1
33,20180104,1
33,20180105,1
33,20180108,1
33,20180109,1
33,20180110,1
33,20180111,1
33,20180112,1
33,20180116,1
33,20180117,1
33,20180118,1
33,20180119,1
33,20180122,1
33,20180123,1
33,20180124,1
33,20180125,1
33,20180126,1
33,20180129,1
33,20180130,1
33,20180131,1
33,20180201,1
33,20180202,1
33,20180205,1
33,20180206,1
33,20180207,1
33,20180208,1
33,20180209,1
33,20180212,1
33,20180213,1
33,20180214,1
33,20180215,1
33,20180216,1
33,20180220,1
33,20180221,1
33,20180222,1
33,20180223,1
33,20180226,1
33,20180227,1
33,20180228,1
33,20180301,1
33,20180302,1
33,20180305,1
33,20180306,1
33,20180307,1
33,20180308,1
33,20180309,1
33,20180312,1
33,20180313,1
33,20180314,1
33,20180315,1
33,20180316,1
33,20180319,1
33,20180320,1
33,20180321,1
33,20180322,1
33,20180323,1
33,20180326,1
33,20180327,1
33,20180328,1
33,20180329,1
33,20180330,1
33,20180402,1
33,20180403,1
33,20180404,1
33,20180405,1
33,20180406,1
33,20180409,1
33,20180410,1
33,20180411,1
33,20180412,1
33,20180413,1
33,20180416,1
33,20180417,1
33,20180418,1
33,20180419,1
33,20180420,1
33,20180423,1
33,20180424,1
33,20180425,1
33,20180426,1
33,20180427,1
34,20171105,1
